enrollment_code,gender,bonus,penalty,school_code
DIMCZJ,M,2.8,0.5,PYHS
AWCDDZ,M,3.5,0.5,MWHS
FWYLAR,M,0.4,1.0,HJHS
MPJBMC,F,2.7,0.0,MWHS
TYPADJ,M,1.3,0.0,SWHS
CSNFHR,M,1.2,0.0,PYHS
CKHMSG,F,0.0,0.0,PYHS
FTXHUH,M,2.0,2.0,MWHS
PVQSOY,M,5.2,0.0,HJHS
NBSFWS,M,6.2,0.5,SSHS
OTPSAZ,F,0.2,0.0,PYHS
IEVUPT,F,4.3,1.5,SSHS
NLKNYQ,F,2.5,0.0,MWHS
SACUXI,F,2.6,0.0,SSHS
NYPTWS,F,2.6,0.5,HJHS
IACRAE,F,0.0,0.0,PYHS
OZJAWJ,M,4.0,0.0,SSHS
SVHWRR,F,0.0,0.0,MWHS
AURVNY,M,4.0,0.0,PYHS
NTXZEO,F,0.0,1.5,PYHS
KUNMOH,F,4.6,0.0,SWHS
FMBYAM,M,2.5,0.0,NKHS
WIBGNM,F,0.5,0.0,SWHS
OHBKHQ,M,3.6,0.0,PYHS
ANBIVV,F,0.0,0.0,MWHS
DVDYKP,F,5.5,0.0,SSHS
TPNGEU,M,6.0,0.0,MWHS
RPMDVA,F,2.5,0.0,SSHS
AMUZKC,M,0.8,1.0,NKHS
VMYOZT,F,1.9,0.0,MWHS
DDSVNJ,M,4.7,0.0,SWHS
UCSTGU,F,7.3,1.0,MWHS
SFORQA,F,2.2,1.5,HJHS
BQIRLR,M,2.6,0.0,NKHS
BJUJXD,M,2.8,0.0,SSHS
QTAQAX,M,3.1,0.0,PYHS
CNXHBV,F,2.1,0.0,NKHS
YRGBUJ,M,3.3,0.0,HJHS
WXZGVU,M,0.0,0.5,MWHS
XJVVMS,M,3.7,0.0,MWHS
BTBBQA,M,4.8,0.5,HJHS
AWOFSA,M,0.0,0.0,HJHS
ATIMKR,F,1.4,2.0,HJHS
WQAPJU,M,1.3,0.0,NKHS
AOOOCI,M,3.1,0.0,HJHS
YFRKCW,M,6.5,0.0,SWHS
RYLQXL,M,0.0,0.0,SWHS
QKCBMI,F,3.7,0.0,HJHS
HQHEBG,M,4.5,0.0,NKHS
TEXMZS,F,1.8,1.0,SWHS
EIHERF,M,1.2,0.0,NKHS
WVMIBC,M,0.6,0.5,MWHS
LVXCAQ,F,1.2,0.5,PYHS
UOSMFB,M,2.5,2.5,PYHS
RTWFHD,M,0.0,1.0,SWHS
PMJPJK,M,0.0,0.0,NKHS
YPGAHP,F,1.0,0.0,SWHS
SGSDGV,F,0.7,0.0,PYHS
ANQUCE,F,2.0,0.0,SWHS
NIYYEZ,M,1.1,0.5,NKHS
WBQPKA,F,5.0,0.0,HJHS
JETVQK,M,4.2,1.0,MWHS
THOQUC,M,-0.0,0.0,PYHS
BPILKQ,M,3.4,0.0,MWHS
VSMCXX,F,2.9,1.0,MWHS
NKYFKS,M,0.0,0.0,HJHS
JYBIQI,F,3.8,1.0,PYHS
OZBQQU,F,1.5,0.0,PYHS
AUHHVX,F,-0.0,0.0,SWHS
DNSDZC,F,0.8,0.0,PYHS
YFYFCL,F,1.0,0.5,MWHS
PNCKOE,M,3.6,0.0,SWHS
VNZGCQ,F,0.6,0.0,SSHS
IBYZLY,M,1.8,0.0,PYHS
JFSRSC,F,3.8,0.0,NKHS
FZHTCD,F,0.2,1.5,PYHS
YZDTMV,M,0.0,0.5,MWHS
RNKJWK,F,1.9,1.5,MWHS
WMLDCZ,M,1.6,1.0,HJHS
ZDKVIX,M,1.0,0.0,SWHS
NJEVWK,F,2.4,1.0,PYHS
TJSAXX,F,0.0,0.0,SSHS
GFSSZO,M,1.5,0.0,SWHS
YSVUIY,M,2.7,0.0,MWHS
CVBEBZ,M,0.1,0.0,SWHS
XCGBEC,F,1.1,0.0,HJHS
CCIJCQ,F,3.0,0.5,SSHS
NZLWTY,M,0.3,0.0,SSHS
WAHHFK,M,1.7,0.0,SSHS
DKXYSX,M,2.7,0.0,SSHS
OZECUZ,M,2.0,0.0,PYHS
ATTTHS,M,0.1,0.0,MWHS
ZXOUSJ,F,2.8,0.0,NKHS
KDGDKS,F,5.6,0.5,MWHS
GLMVKR,M,3.7,0.0,SSHS
NCOXOM,F,0.0,1.5,SSHS
CJCSFY,M,1.9,0.0,HJHS
HUDATX,F,0.8,0.0,SWHS
XFRJWK,F,2.7,0.0,SWHS
HNXMAQ,F,0.0,0.0,SSHS
KFWQXP,M,0.3,0.5,SWHS
XMHMRW,F,2.8,0.0,PYHS
TIUKNN,F,0.0,0.5,SWHS
GIXFDY,M,2.1,1.0,SSHS
YLVNBP,M,2.8,0.0,SWHS
ODRYDY,F,1.0,0.0,SSHS
XMSQGR,M,3.0,0.0,PYHS
MTEPTN,M,0.0,0.0,SWHS
SEUZME,M,1.1,0.0,SWHS
XTEOCO,M,0.0,0.0,SWHS
JCGDKS,F,2.7,0.0,SWHS
WAQNUA,F,1.2,0.0,SWHS
HTCSOS,F,0.6,1.5,MWHS
URTJKI,F,4.1,0.0,MWHS
OKGDOT,M,2.4,0.0,MWHS
ZGNRPB,F,0.0,0.0,SSHS
HTTCXD,M,0.9,0.0,NKHS
FUDUMN,M,2.3,0.5,HJHS
BPIUYB,F,0.0,0.0,SSHS
GUPMYQ,F,0.4,1.5,NKHS
LFCSUK,F,0.0,0.0,PYHS
QNMTJD,M,3.8,0.5,SSHS
XUCDNO,F,0.0,0.0,MWHS
TCFSGF,F,0.5,0.0,SSHS
TJFZCM,M,1.1,0.0,NKHS
NMNDOJ,F,1.7,1.5,HJHS
PUYSIZ,F,4.4,0.0,SSHS
INLTNK,M,1.1,0.0,MWHS
DPQYFL,F,2.8,0.0,PYHS
FRSZEJ,M,3.4,0.5,PYHS
ABWLOD,M,1.8,0.0,MWHS
GUILLW,M,3.3,0.0,SSHS
VCHJBY,M,0.0,0.5,MWHS
IFEKMM,F,3.6,0.0,SSHS
PXSIYM,M,4.0,0.0,MWHS
MKDHOD,F,1.8,0.5,HJHS
WYPIOQ,M,5.0,0.0,NKHS
QUTNOY,F,0.9,0.0,SWHS
AXRSYT,M,1.2,0.0,HJHS
HFCOKJ,F,4.0,0.0,HJHS
YQLKFD,M,0.2,0.0,HJHS
BCYLXD,M,-0.0,0.0,SWHS
ORPCTR,M,0.1,0.0,MWHS
UPTBTU,F,1.5,0.0,SWHS
ULPQGT,M,5.5,0.0,SWHS
XSSKKY,F,3.7,0.0,MWHS
YHTCSX,M,0.7,1.5,HJHS
NRGGYI,M,1.2,0.0,HJHS
NAJPXT,F,1.2,0.0,PYHS
FGRBVB,F,4.4,0.0,SSHS
VUQRTG,F,3.7,0.0,SSHS
AUVGPT,F,1.3,0.0,HJHS
TBXBXE,F,2.8,0.0,SWHS
UAIZZQ,M,0.0,0.0,SSHS
IAIHYH,M,6.1,0.0,NKHS
HREGME,M,2.6,0.0,SWHS
IFCWPC,M,2.0,0.0,MWHS
QURCFP,F,5.7,0.5,SSHS
WNAOFC,M,0.1,1.0,SWHS
SNCLGM,F,2.7,0.0,NKHS
CNNOTI,M,0.0,0.0,SWHS
ZYBAQN,M,1.1,1.0,HJHS
URBHAF,M,0.0,0.0,HJHS
DZJTMI,F,2.5,1.0,NKHS
RVXBSY,M,0.5,0.0,SSHS
KQYOYT,M,5.3,0.0,NKHS
CQJTIC,M,3.0,0.0,MWHS
QIRNLO,F,3.1,0.0,MWHS
GXOGOU,M,2.9,0.0,NKHS
STQSHW,M,4.7,1.0,MWHS
WLYJSE,F,0.8,1.0,MWHS
GPDOAC,F,1.5,0.0,SSHS
YZSHEO,F,3.0,0.0,SSHS
CMSXSS,F,4.8,0.0,SWHS
XTDKIV,F,0.0,0.0,SSHS
OKTLCU,F,1.4,1.0,NKHS
DEXAPR,F,4.3,0.0,SSHS
DQTNUD,F,3.2,0.0,SSHS
LYQCAT,M,1.3,0.5,HJHS
PNRJUV,F,4.4,0.5,SSHS
BVAJTE,F,1.1,0.0,HJHS
FLLLBH,M,2.7,0.0,SSHS
LYMQTI,F,4.9,0.5,SWHS
OTBQYB,M,2.4,0.0,NKHS
ZMLXDG,M,0.0,1.0,MWHS
YPSCTQ,F,1.6,0.0,HJHS
RLREZG,F,6.0,0.0,PYHS
STTGLM,M,2.9,0.0,MWHS
VDOMFH,F,3.6,0.0,SWHS
HTKORE,M,0.0,0.5,SWHS
LVKPJC,M,4.6,0.0,SWHS
MPHUKJ,F,0.5,0.0,HJHS
UJIGKQ,M,4.0,0.0,SWHS
BYLMYA,M,1.0,0.0,SSHS
VHESJC,M,0.0,0.0,NKHS
ANUWIX,M,2.2,0.0,SSHS
TLNZLX,M,0.0,0.5,MWHS
EZUTAM,F,0.2,0.0,HJHS
YARFID,M,5.5,0.5,PYHS
JFDXKW,M,0.0,0.0,HJHS
LNRMLE,M,2.6,0.0,NKHS
DIXXWK,F,3.9,0.5,SWHS
ECMRYH,F,5.2,0.5,PYHS
ZNHWVX,M,2.1,0.0,SWHS
TQZZPO,M,0.7,0.0,HJHS
YRHBWH,F,2.6,0.0,SSHS
GARLFW,F,2.5,1.0,PYHS
NWJBCI,F,4.0,0.0,MWHS
PNXJEP,F,1.7,0.0,SWHS
XRDBLI,F,4.5,0.0,MWHS
CUPMMU,F,1.4,0.0,HJHS
LIDHQX,F,0.8,0.0,SWHS
NXUNUH,F,1.7,0.0,PYHS
ZAPKIF,F,5.0,0.0,NKHS
MXPCQS,F,4.2,0.0,HJHS
MPWCIL,M,2.9,1.5,NKHS
JEUKRY,F,0.0,0.5,SWHS
DZLOLA,M,2.4,0.0,NKHS
MWBJXB,M,1.7,0.0,HJHS
FRQANK,F,0.0,0.0,SSHS
OCLZUE,M,0.4,0.0,HJHS
QPSKWD,M,1.4,1.0,PYHS
DGMJDK,M,0.9,0.5,SSHS
LNLHAF,F,2.7,0.0,MWHS
PHEPOC,F,1.1,0.5,SSHS
ENTOHT,F,0.0,0.0,SWHS
QYHFDU,M,0.0,1.0,SSHS
ODOASB,F,2.9,1.0,HJHS
KWMCHD,M,0.0,0.0,MWHS
GXUTHG,M,0.9,0.0,SWHS
OXPGTD,M,3.5,0.0,PYHS
MZCZRB,F,2.2,0.0,SSHS
JIIUCX,F,0.4,1.0,PYHS
ZQXJQI,M,3.1,0.0,HJHS
YZZVMU,F,3.8,0.0,PYHS
RGJXDJ,M,1.0,0.0,NKHS
AQBFQZ,M,0.9,0.0,MWHS
BOZKCD,F,0.0,0.0,HJHS
BRLHSC,M,0.6,0.0,SSHS
KRHSQK,M,1.7,0.0,PYHS
EGBXKF,F,2.3,1.0,SSHS
WHURRJ,F,4.2,0.0,MWHS
LWWBWY,F,0.0,0.0,SSHS
GGMUPD,F,0.0,0.0,MWHS
CDSHPP,M,0.0,0.0,SWHS
WQBWHE,M,2.0,0.0,HJHS
JFEYUQ,F,6.4,0.0,HJHS
UFBISO,F,3.4,0.0,PYHS
FMUPJY,F,0.0,1.0,HJHS
WHNSAT,M,1.3,0.0,HJHS
SEXIGH,F,3.3,1.0,SSHS
RHXKNK,F,2.9,0.0,SSHS
UGDHZD,M,2.9,0.5,MWHS
MEBHHX,M,0.0,0.0,PYHS
MBTQJI,M,4.3,0.0,PYHS
SJLSKS,F,5.3,0.0,SWHS
HRAXFE,M,1.2,0.0,NKHS
QVKRYM,F,0.0,0.0,PYHS
IBOSBO,M,0.4,0.5,SSHS
BWLNDV,F,6.7,0.0,SSHS
CZDBMB,M,0.8,1.0,PYHS
POWTIO,F,3.4,0.0,SSHS
GQSEDD,M,1.9,1.0,PYHS
GHYTHZ,F,0.0,1.0,HJHS
WRTEQU,F,2.4,1.5,HJHS
NXOGNP,F,6.3,2.0,HJHS
QCYYGI,F,2.3,0.0,MWHS
YIYCEQ,M,-0.0,0.0,SWHS
AFXQCT,F,0.1,0.0,MWHS
RCUZCS,M,0.0,0.0,NKHS
EVCTJD,M,0.2,0.0,MWHS
KJYKME,F,3.3,0.0,SSHS
PRHDLA,F,2.0,0.5,PYHS
ZZHQIT,M,1.4,0.5,HJHS
LXCHWH,M,2.7,0.0,HJHS
DDCLGG,M,0.5,0.0,SSHS
KESOPF,F,4.9,0.5,SWHS
PTZBKW,F,2.7,0.0,HJHS
YXQSLK,F,0.0,0.0,SWHS
NAWUXL,F,0.0,0.5,HJHS
KJEENF,F,3.0,0.0,MWHS
XKLEXJ,F,3.7,0.0,PYHS
DMWONT,M,1.1,0.0,HJHS
FMSBEK,M,3.7,0.0,PYHS
NWRQXK,M,0.8,0.0,SSHS
ZAKPJW,M,2.1,0.0,HJHS
JRWRFG,F,0.6,0.0,HJHS
TXGKJF,F,3.1,0.5,SWHS
MMGEFL,F,0.4,0.0,NKHS
ULQFTJ,F,1.1,0.5,HJHS
ZQDJJH,F,2.2,0.0,SWHS
OPZDPD,F,2.4,0.0,SSHS
YTZVZU,F,3.8,0.0,PYHS
ENBMDW,F,0.3,0.0,SWHS
NLRFID,F,3.8,0.0,PYHS
XLGMYC,M,1.2,0.0,MWHS
ZNLQNV,F,0.0,0.0,SSHS
DDODZG,M,1.1,0.0,PYHS
LTSMXS,F,2.7,0.0,SSHS
XCPPGN,M,2.5,1.0,SSHS
CSAKPI,M,4.3,0.5,MWHS
FTJROS,M,2.2,1.0,SSHS
HWOZEJ,M,5.2,0.0,MWHS
MEPMXJ,M,0.1,0.0,NKHS
BKQSZJ,F,2.7,0.0,SSHS
LBRMBT,F,5.0,0.0,PYHS
JMKWIP,M,0.7,0.0,HJHS
BISAMI,F,1.8,0.0,SWHS
VLWJLF,M,4.2,0.0,HJHS
OZSNGY,F,5.2,0.5,HJHS
HGJLQD,M,0.3,0.0,SWHS
LKVRKJ,M,4.7,0.0,SSHS
TLBLBR,F,1.4,0.0,PYHS
EFLRAR,F,0.0,0.0,SWHS
OGAJTF,F,0.5,0.0,PYHS
ZCYBVG,F,0.7,0.5,SWHS
NHCSLG,M,4.2,0.0,PYHS
GETKQU,M,2.7,0.0,HJHS
ZXHGSE,F,0.5,0.5,NKHS
RDYWXV,F,1.4,0.0,HJHS
STWSMO,M,3.8,1.0,SSHS
GLUJAC,F,5.2,0.0,HJHS
LMWBVY,M,0.0,0.5,MWHS
HVUUUP,F,1.8,0.5,MWHS
BLIVXE,F,0.0,0.0,PYHS
MBOBNR,M,2.9,0.5,PYHS
BSYWPN,M,3.2,0.0,PYHS
QFWMEL,M,1.7,0.0,PYHS
GZFWFU,F,2.1,1.0,SSHS
GWRQIH,M,1.8,0.0,SSHS
AGQINT,M,0.0,1.5,MWHS
NJWCPB,F,2.8,0.0,PYHS
RRBFXF,M,6.8,0.0,MWHS
JSBHFK,F,9.2,0.0,PYHS
JTBLGW,F,0.0,0.0,SWHS
VXOSQX,F,3.5,0.0,PYHS
XGWZSR,F,2.2,0.0,SSHS
XCUQOM,M,3.1,0.0,MWHS
TAGNUF,M,1.7,0.0,SWHS
ABPFUJ,F,4.8,1.5,SSHS
FYLTIU,F,4.7,0.0,NKHS
RPSMWJ,M,0.0,0.5,SSHS
JGZARU,M,0.8,0.0,MWHS
WKBEOM,F,0.0,0.0,PYHS
IFURID,M,2.5,0.5,SSHS
VYDINU,F,4.8,0.0,SWHS
FRVABA,F,2.6,0.5,HJHS
LHDADS,M,4.3,0.0,SWHS
LNEXZH,F,3.1,1.0,PYHS
IPIVIO,M,4.3,1.0,MWHS
MFUTYR,F,0.0,0.0,NKHS
JQXEUT,M,3.9,0.0,MWHS
QKOEPZ,M,0.7,0.5,MWHS
EETTBT,F,1.4,1.5,SWHS
PHCICS,F,2.2,0.0,HJHS
DABRPL,F,2.9,0.0,SSHS
WBTGBG,F,0.0,0.5,HJHS
OLGPVJ,F,2.9,0.0,SSHS
UXLEEY,F,1.0,0.0,SWHS
XPOUZN,M,-0.0,0.5,SWHS
IXTIJW,M,0.3,0.0,SSHS
QGVTIF,F,3.0,1.0,PYHS
SHGEBE,F,2.5,0.0,MWHS
OMSJPH,F,3.0,1.5,HJHS
SHPSWZ,F,5.2,0.0,MWHS
MEPDIP,F,2.0,0.0,HJHS
LWBJHS,F,1.4,0.0,NKHS
SFEUKN,M,3.9,0.0,NKHS
MSERBV,F,0.0,0.0,PYHS
XLPAOV,M,0.1,1.5,SSHS
PIAJBJ,M,1.9,0.5,HJHS
BORMZM,F,1.3,0.0,NKHS
SOJRUF,F,3.6,0.5,SSHS
LTBZNW,M,0.0,0.0,SSHS
UCAXLK,F,1.0,0.0,PYHS
WKEDLC,F,5.2,0.5,SSHS
CWJUVL,M,4.0,1.5,SWHS
GTQHNM,M,0.9,0.5,SWHS
IQHPLO,F,0.0,0.0,SWHS
IEEJLP,F,5.4,0.0,PYHS
VGVCJI,F,1.8,0.0,HJHS
HEZDSJ,F,2.0,0.0,NKHS
TKTPIW,M,0.0,0.5,MWHS
EYZIZF,M,5.2,0.0,NKHS
KZZVWB,F,5.3,0.0,PYHS
SSDKMF,M,0.0,0.0,PYHS
XHEJWD,F,4.2,0.0,HJHS
XKZYUT,F,3.1,1.0,NKHS
DIPFHK,M,0.0,0.0,MWHS
KCYLEE,M,0.0,0.0,SSHS
DUEFUH,F,1.7,0.0,PYHS
JDNEKT,F,0.3,0.0,PYHS
XWHILK,M,0.3,0.0,SWHS
JTLJLE,M,3.4,1.5,SWHS
JFXQUI,F,5.2,1.0,HJHS
HSREZO,M,0.4,0.0,SSHS
CGLYKJ,M,3.9,0.5,NKHS
KXWJXG,F,4.6,0.0,SSHS
IRUCYJ,M,3.5,2.5,SSHS
BLCXKC,M,1.3,0.0,MWHS
GVNANU,M,3.0,0.0,NKHS
HUSGUJ,F,0.1,0.5,SWHS
PWWHUA,M,3.4,0.0,NKHS
MMMYRH,M,1.6,0.0,HJHS
JOKCTL,F,2.8,0.0,HJHS
HFOFHP,M,0.0,1.0,NKHS
UIAFGE,M,2.5,0.0,HJHS
LANTBQ,M,2.2,0.0,MWHS
SCAFZY,F,1.3,0.0,SSHS
ETAYYP,F,3.5,0.5,SWHS
DLRGOQ,M,4.3,0.5,PYHS
FIHQZN,F,4.3,0.0,MWHS
FBWZNS,M,0.3,0.5,SWHS
APDNYF,F,3.6,0.0,MWHS
NVPKZF,F,-0.0,0.0,PYHS
CWNCKD,M,0.0,0.0,PYHS
PEMXLA,M,5.8,1.0,SSHS
GJWRHP,F,3.4,1.5,SWHS
SDNJBR,F,2.9,2.0,PYHS
GBTYFP,M,2.0,1.0,SSHS
TKSEVJ,M,4.0,0.0,MWHS
IGKZBT,M,4.6,0.0,SSHS
MIRURI,F,2.6,0.0,NKHS
QDWMLR,F,1.4,0.0,SWHS
DFRPOH,M,1.6,0.0,SWHS
KIPXTM,M,0.7,1.0,HJHS
VVITHA,M,1.5,0.0,SWHS
UXWIOG,M,0.0,0.5,MWHS
PJJCNS,F,0.3,0.0,PYHS
VFDEVS,M,4.3,0.0,SSHS
RYBIRE,M,5.2,0.0,HJHS
RDLBXX,F,6.5,0.0,MWHS
EQQFWB,M,1.3,0.5,NKHS
ZZLSAQ,F,0.7,0.0,MWHS
RUOBTQ,F,4.2,0.5,HJHS
WOFKSC,M,2.5,1.0,MWHS
FGWMFY,M,0.3,0.0,PYHS
FBMHCV,M,0.0,0.5,MWHS
RCNFLZ,M,4.0,1.5,SWHS
LCEIQN,M,0.0,0.0,SSHS
BHFOCI,F,3.5,0.0,SWHS
ZRKDUY,M,2.4,0.0,MWHS
VQVKHX,F,1.7,0.0,SWHS
QIAJSX,F,4.0,0.5,NKHS
ZDDKXP,F,1.4,2.0,NKHS
BMWBFB,M,5.7,0.0,SSHS
AEFKRI,M,0.0,0.0,PYHS
UPWSNO,M,3.5,0.0,MWHS
MGEZGD,F,1.2,0.0,PYHS
ZDDLEJ,M,2.3,0.0,PYHS
SQWDFZ,M,1.3,0.0,HJHS
PJDFKR,M,1.8,0.5,SSHS
MXMBPY,M,5.0,0.0,SWHS
NBWHGS,M,0.6,1.0,HJHS
YOFJVV,M,1.3,0.0,MWHS
RFFGLQ,M,3.8,1.0,PYHS
JIRNYM,M,5.0,0.0,MWHS
AQFCZQ,M,0.4,1.0,PYHS
PXBBOD,F,1.4,1.0,NKHS
HHHMIE,M,3.0,0.0,HJHS
FFSZUT,F,2.5,0.0,SSHS
WWVTUI,M,3.1,0.0,PYHS
VPKJIB,F,4.7,0.0,PYHS
FMWHQC,F,0.0,0.0,SSHS
MPVRPW,F,7.2,2.5,MWHS
RBKLOQ,F,4.4,0.0,PYHS
GYPPEL,F,4.4,0.0,NKHS
ZTQLTN,M,0.0,0.0,SWHS
ZUNGPY,F,1.2,0.0,NKHS
YJACXR,M,5.1,0.0,SSHS
ZEWPYH,F,3.9,0.0,MWHS
MCVQGV,M,0.3,0.0,PYHS
SUCNQK,F,1.1,0.0,PYHS
WRHFFU,F,2.8,0.5,SWHS
NVCSUZ,F,1.6,0.0,SWHS
BCVHCS,F,0.2,0.0,HJHS
OQLYRY,F,1.9,0.5,SWHS
EJWRYU,F,1.0,1.0,PYHS
QKDHZB,M,6.1,1.0,NKHS
AZRCPF,M,1.3,0.0,SWHS
UDSTCQ,M,3.4,0.5,MWHS
XOLUIG,F,5.0,0.0,SSHS
XBJUDM,F,2.0,0.0,SWHS
ATEEFG,M,1.5,0.5,HJHS
YBNVCH,M,0.0,0.0,MWHS
YVBNNB,F,4.7,0.0,PYHS
XUYJRZ,M,1.0,0.0,MWHS
KTYVMF,F,1.7,0.0,SWHS
AKCERS,F,3.8,0.5,SSHS
AJCBJU,M,8.2,0.0,SWHS
OURRZM,F,4.6,0.0,HJHS
GZWVTG,F,8.3,0.0,MWHS
KIGLUP,M,1.3,1.5,PYHS
IMRSSE,F,4.5,0.0,NKHS
PRAAFN,M,2.3,1.0,SWHS
MYRCDQ,M,3.1,0.0,SSHS
QOJHJR,M,2.2,1.5,SSHS
ZDZYNJ,M,2.7,1.0,NKHS
PRVNIQ,F,2.4,0.0,SWHS
SFJCNM,F,0.0,0.0,SWHS
AYCAKW,M,0.0,0.0,HJHS
DENAUN,M,5.0,0.0,HJHS
MKVHPK,F,0.8,0.0,NKHS
XVXPRU,M,0.0,0.0,HJHS
TISJQR,F,1.3,0.5,HJHS
IBMYDL,F,4.5,0.0,MWHS
BCJXUU,F,1.3,0.0,PYHS
YEOXRJ,F,2.3,0.0,PYHS
FKOADM,M,0.1,0.0,NKHS
GKQBKZ,F,1.4,0.0,PYHS
FTRDSC,M,0.0,0.0,SWHS
YPWFVP,M,3.2,0.0,SSHS
WUVPBS,F,1.9,0.0,NKHS
CAEDQI,F,0.9,1.0,SSHS
PXPRZL,M,0.5,0.0,NKHS
CLZTEA,M,0.0,0.0,PYHS
FBLULN,F,2.1,0.0,HJHS
TAEELT,M,0.0,0.5,SSHS
YTBHOK,F,7.4,0.0,SWHS
IDQFQU,F,5.6,0.0,NKHS
UPJNOZ,F,4.0,0.0,MWHS
JSGYXQ,M,3.0,0.0,SSHS
GFHOWI,F,2.7,0.0,SSHS
MSDCEV,F,1.9,0.0,NKHS
BNOOMC,F,1.3,0.0,MWHS
UMBOYK,F,1.6,1.0,SSHS
OAQIZM,M,2.5,0.0,HJHS
LJCEHB,M,2.4,0.0,NKHS
OQNCPU,F,1.3,0.0,MWHS
HSVASS,F,0.2,0.0,SWHS
YHWWEM,F,2.1,0.0,MWHS
IGMQLI,F,0.4,0.5,NKHS
XVSCFX,F,0.0,0.0,HJHS
NNYFVE,M,0.0,0.0,NKHS
LDBAGP,M,2.3,2.0,NKHS
XHORNJ,F,2.2,1.0,NKHS
IJTELW,M,0.0,0.0,HJHS
WXCPJG,M,1.4,0.0,MWHS
BYIUUO,M,3.3,0.0,SSHS
RCRQUD,M,3.8,0.5,SWHS
CRGKHM,M,0.0,0.0,PYHS
JDNEPE,M,1.4,0.5,PYHS
CUKBBJ,M,3.1,0.0,HJHS
LKXHNM,M,1.6,0.0,NKHS
IXLBTQ,M,0.7,0.0,PYHS
WVTGVZ,M,5.6,0.0,SSHS
RLOBWB,F,0.6,0.0,MWHS
KFLHGE,F,0.0,0.5,SWHS
EVEBIE,F,0.0,0.0,SSHS
WVPYSW,F,1.4,0.5,SSHS
DMIVMU,M,0.0,0.0,MWHS
BRCSQB,F,4.2,1.0,SSHS
PDMLVN,M,3.9,0.0,PYHS
JRSSAC,F,4.0,0.0,NKHS
MWPNGL,F,2.3,0.0,NKHS
WLSWFV,M,3.0,0.0,NKHS
OPUVTF,F,4.8,0.0,HJHS
DAXDMD,M,3.0,0.5,SSHS
ILYBFI,M,-0.0,0.0,NKHS
SVGCCY,M,1.1,0.5,MWHS
LCUCHA,F,5.6,0.0,SWHS
MVKECY,F,2.6,0.0,HJHS
IIJDDJ,F,-0.0,0.5,SWHS
WHAGIU,F,4.1,0.0,MWHS
EAPDKU,M,1.3,0.5,NKHS
FYKNXA,M,0.6,0.0,NKHS
DMWHWP,F,0.0,0.0,HJHS
CMXZFG,F,0.0,0.0,NKHS
EXRNXX,M,2.8,0.0,NKHS
UERWHU,F,2.2,0.5,SWHS
BCDUID,F,1.7,0.0,HJHS
XFGEVB,M,0.0,0.0,MWHS
OLPTOS,F,2.2,1.5,SWHS
PPTKEL,F,3.7,0.0,SSHS
OXNLGS,F,0.0,0.0,SWHS
OGDTLG,M,0.0,0.0,HJHS
NHEZQV,F,2.9,0.0,NKHS
FZZBJI,M,4.1,1.0,MWHS
XMSQWB,M,3.0,0.5,SSHS
VSVGUA,F,3.8,0.0,SWHS
BJOVCC,M,0.0,1.5,NKHS
OZJDDS,M,0.0,0.0,HJHS
ZXHPXY,M,5.1,0.5,PYHS
PEPNSJ,M,4.6,0.0,PYHS
UJAJUL,M,3.0,0.0,PYHS
OEQQSR,F,0.7,0.0,MWHS
AOUZCQ,M,1.9,0.5,HJHS
JZTMFG,F,0.9,0.0,SSHS
OMYWPX,M,2.0,1.0,SWHS
ISFABS,M,2.6,0.0,SWHS
YHFGWB,M,0.7,0.0,SWHS
IYLSHB,F,1.1,1.5,HJHS
PNVILJ,F,1.9,0.0,SSHS
CFAVZK,F,0.4,0.0,HJHS
SDUPCU,M,2.8,0.5,HJHS
PAGYEP,M,1.9,0.0,SSHS
KSARSW,F,4.6,0.0,SWHS
ZATHFN,F,1.9,0.0,SWHS
DDBEOA,M,0.0,0.0,HJHS
MUYAQU,M,1.7,0.0,SWHS
HCGIVJ,F,2.4,0.5,MWHS
RAWDEE,F,6.1,0.0,MWHS
FAZLIW,F,6.0,0.0,PYHS
KFMNGW,F,2.9,0.0,HJHS
TBMPBO,F,4.1,0.0,SSHS
YTPBSY,M,0.5,0.0,MWHS
VDYNZA,M,0.0,1.0,PYHS
CLNTGY,F,2.3,0.0,SSHS
RHXQJU,M,4.6,0.0,PYHS
EAUWES,F,0.0,0.0,HJHS
IXYFVO,F,0.6,0.0,SSHS
AZRQQG,F,4.7,1.5,HJHS
KUQQHS,F,3.2,1.5,HJHS
NNEDUJ,F,1.5,0.5,HJHS
UZNUHQ,F,3.2,0.5,PYHS
TBGDUL,M,2.7,0.0,PYHS
KFYGXV,F,0.5,0.0,SSHS
UGQCQH,F,3.3,0.5,NKHS
YTOKRC,M,5.4,1.0,HJHS
MEWAKR,F,5.0,0.0,SWHS
DYFIWI,F,2.5,0.0,SSHS
DYGDSR,M,4.6,0.0,MWHS
WLCDHR,M,0.4,0.0,SSHS
DHKITU,M,1.0,0.0,SSHS
ZCTCZF,F,1.1,0.0,SSHS
UCFZEV,F,0.0,0.0,SWHS
NIFLQH,F,1.4,0.0,SSHS
KAVKEF,F,2.8,0.0,HJHS
UZKSJJ,F,2.1,0.0,NKHS
ZFYVTD,M,1.1,0.5,HJHS
RMQUFQ,F,4.5,0.0,HJHS
QBCJNW,M,0.0,0.0,SWHS
MQXGYK,F,0.0,0.5,NKHS
